file,size_bytes,elapsed_s,parse_success,save_success,reparse_success,total_lines,output_lines,byte_identical,changed_lines,changed_line_ratio,line_levenshtein,normalized_edit_distance,semantic_status,stderr
arkanelinux__docker-compose__traefik_docker-compose.yml.yml,1617,0.013,True,True,True,44,42,False,2,0.045455,2,0.045455,not requested,
arunrao__rampart-ai__docker-compose.yml.yml,3891,0.0075,True,True,True,121,94,False,32,0.264463,32,0.264463,not requested,
ashishjaiswal222__newportfolio__backend_docker-compose.yml.yml,1805,0.0049,True,True,True,79,71,False,12,0.151899,12,0.151899,not requested,
atanaltay__cs310_2022__25_BookStoreDocker_docker-compose.yml.yml,563,0.0036,True,True,True,29,27,False,2,0.068966,2,0.068966,not requested,
av-ugolkov__backend-examples__db_postgresql_join_docker-compose.yml.yml,318,0.0033,True,True,True,14,13,False,3,0.214286,3,0.214286,not requested,
beedemo__windows-modernize-aspnet-dev__v2-src_docker-compose.yml.yml,1006,0.0039,True,True,True,47,41,False,10,0.212766,10,0.212766,not requested,
betinnapp__survey-service__docker-compose.yml.yml,403,0.0033,True,True,True,21,18,False,4,0.190476,4,0.190476,not requested,
betloreilly__AI-powered-Enterprise-Search__docker-compose.yml.yml,1014,0.0047,True,True,True,44,37,False,9,0.204545,9,0.204545,not requested,
biwano__graph-node-state-manager__docker-compose.yml.yml,1221,0.0048,True,True,True,54,43,False,20,0.37037,20,0.37037,not requested,
bjornkpu__pottery-log__docker-compose.yml.yml,247,0.0031,True,True,True,9,9,True,0,0.0,0,0.0,not requested,
blaineventurine__home-automation-docker__docker-compose.yml.yml,27268,0.0202,True,True,True,927,734,False,240,0.2589,240,0.2589,not requested,
borispocev__BerzaMKD__Domasna_4_docker-compose.yml.yml,1027,0.0053,True,True,True,44,41,False,3,0.068182,3,0.068182,not requested,
botAGI__AGmind__templates_docker-compose.yml.yml,77272,0.0443,True,True,True,2057,1669,False,493,0.239669,493,0.239669,not requested,
botAGI__AGmind__tests_golden_expected_cluster_peer_docker-compose.rendered.yml.yml,31173,0.0313,True,True,True,1140,1140,False,15,0.013158,15,0.013158,not requested,
botAGI__AGmind__tests_golden_expected_full_lan_docker-compose.rendered.yml.yml,31173,0.0303,True,True,True,1140,1140,False,15,0.013158,15,0.013158,not requested,
botAGI__AGmind__tests_golden_expected_minimal_lan_docker-compose.rendered.yml.yml,31093,0.0283,True,True,True,1140,1140,False,15,0.013158,15,0.013158,not requested,
botAGI__AGmind__tests_golden_expected_rag_milvus_docker-compose.rendered.yml.yml,31165,0.029,True,True,True,1140,1140,False,15,0.013158,15,0.013158,not requested,
botAGI__AGmind__tests_golden_expected_ragflow_docker-compose.rendered.yml.yml,31173,0.0252,True,True,True,1140,1140,False,15,0.013158,15,0.013158,not requested,
botond-ai__GasAgent__mini_projects_keil.gyozo_supai5_docker-compose.yml.yml,1826,0.0045,True,True,True,87,82,False,5,0.057471,5,0.057471,not requested,
brightsparklabs__bsl-reverse-proxy__src_resources_templates_baseline_docker-compose.yml.j2.yml,1303,0.0035,True,True,True,46,26,False,25,0.543478,25,0.543478,not requested,
broxcat__athena__docker-compose.yml.yml,21444,0.0156,True,True,True,538,489,False,124,0.230483,124,0.230483,not requested,
brunocolares__barbersoft-corrigido__docker-compose.yml.yml,1601,0.0055,True,True,True,76,70,False,7,0.092105,7,0.092105,not requested,
bryan-emptycatch__research__postgres_performance_indexes_docker-compose.yml.yml,473,0.0032,True,True,True,20,19,False,2,0.1,2,0.1,not requested,
bschmitt__laravel-amqp__docker-compose.yml.yml,485,0.0044,True,True,True,27,25,False,2,0.074074,2,0.074074,not requested,
buptmiao__microservice-app__monitor_docker-compose.yml.2.yml,1492,0.0054,True,True,True,75,69,False,13,0.173333,13,0.173333,not requested,
cajal__pipecontrol__docker-compose.yml.old.yml,1027,0.0056,True,True,True,50,47,False,4,0.08,4,0.08,not requested,
cambridge-cares__TheWorldAvatar__Agents_PropertyValueEstimationAgent_docker-compose.yml.yml,2364,0.0048,True,True,True,55,38,False,17,0.309091,17,0.309091,not requested,
camsnz__orcka__app_example-plain-app_tmp-misc_docker-compose.yml.yml,678,0.0044,True,True,True,41,37,False,5,0.121951,5,0.121951,not requested,
caretdev__iris-vector__docker-compose.yml.yml,484,0.0039,True,True,True,22,20,False,3,0.136364,3,0.136364,not requested,
cbulock__plex-issue-finder__docker-compose.yml.yml,634,0.0038,True,True,True,22,14,False,9,0.409091,9,0.409091,not requested,
ccostoso__pokemoves__docker-compose.yml.yml,842,0.004,True,True,True,31,29,False,29,0.935484,29,0.935484,not requested,
cescalada-lab__Diplomatura-CloudDataEngineering-ITBA__1_Foundations_Trabajo_Practico_Final_Foundations_Punto_5_docker-compose.yml.yml,1063,0.0043,True,True,True,55,48,False,9,0.163636,9,0.163636,not requested,
chandanshoun__CPPRestSDK-server__docker-compose.yml.bkp.yml,271,0.0033,True,True,True,13,12,False,12,0.923077,12,0.923077,not requested,
chaterm__Akasha__docker-compose.yml.bak.yml,864,0.0038,True,True,True,38,35,False,10,0.263158,10,0.263158,not requested,
clubcapra__gazebo_docker__docker-compose.yml.yml,354,0.0035,True,True,True,15,15,False,1,0.066667,1,0.066667,not requested,
cmparrela__caixa-eletronico-laravel-api__docker-compose.yml.yml,870,0.0038,True,True,True,41,37,False,4,0.097561,4,0.097561,not requested,
codekinian-dev__BenihChain-ClientApp__docker-compose.yml.yml,466,0.0034,True,True,True,22,17,False,7,0.318182,7,0.318182,not requested,
codename-co__stack__hub_appwrite_compose.yaml.yml,26066,0.0222,True,True,True,895,842,False,88,0.098324,88,0.098324,not requested,
codename-co__stack__hub_dify_compose.yaml.yml,21754,0.0165,True,True,True,623,484,False,150,0.24077,150,0.24077,not requested,
codename-co__stack__hub_jitsi_compose.yaml.yml,14491,0.0123,True,True,True,503,486,False,21,0.04175,21,0.04175,not requested,
codename-co__stack__hub_mailcow_compose.yaml.yml,25095,0.0178,True,True,True,689,612,False,102,0.148041,102,0.148041,not requested,
codenip-tech__design-patterns-in-php__docker-compose.yml.dist.yml,510,0.0035,True,True,True,19,14,False,6,0.315789,6,0.315789,not requested,
compasify__giapha-4.0__docker-compose.yml.yml,576,0.0033,True,True,True,21,21,False,0,0.0,0,0.0,not requested,
confluentinc__kafka-tutorials__templates_ksql_filtered_code_docker-compose.yml.yml,2132,0.0045,True,True,True,76,69,False,10,0.131579,10,0.131579,not requested,
coollabsio__coolify__docker-compose.dev.yml.yml,5538,0.0062,True,True,True,183,170,False,22,0.120219,22,0.120219,not requested,
coollabsio__coolify__docker-compose.prod.yml.yml,2972,0.005,True,True,True,92,90,False,5,0.054348,5,0.054348,not requested,
coollabsio__coolify__docker-compose.yml.yml,875,0.0035,True,True,True,37,37,False,35,0.945946,35,0.945946,not requested,
crewship-ai__crewship__docker_docker-compose.yml.yml,685,0.0034,True,True,True,31,26,False,6,0.193548,6,0.193548,not requested,
crs4__openEHRTool__docker-compose.yml.linux.1.yml,485,0.0032,True,True,True,22,21,False,21,0.954545,21,0.954545,not requested,
crs4__openEHRTool__docker-compose.yml.linux.2.yml,525,0.0032,True,True,True,23,22,False,22,0.956522,22,0.956522,not requested,
crs4__openEHRTool__docker-compose.yml.win.1.yml,462,0.0032,True,True,True,21,20,False,20,0.952381,20,0.952381,not requested,
crs4__openEHRTool__docker-compose.yml.win.2.yml,623,0.0037,True,True,True,31,28,False,29,0.935484,29,0.935484,not requested,
ctenopoma__minlpkit__ops_docker-compose.yml.yml,2348,0.0051,True,True,True,64,51,False,23,0.359375,23,0.359375,not requested,
ctorres24__Dentidesk__docker-compose.yml.yml,915,0.0048,True,True,True,51,47,False,5,0.098039,5,0.098039,not requested,
cvaghela__service-dash__appstore_Apps_ServiceDash_docker-compose.yml.yml,92733,0.0305,True,True,True,1595,270,False,1388,0.870219,1388,0.870219,not requested,
daloni__course-big-data-and-ai__big-data_mongo_docker-compose.yml.yml,600,0.0034,True,True,True,26,24,False,3,0.115385,3,0.115385,not requested,
dark-capricornus__Homegenie__docker-compose.yml.yml,1359,0.0038,True,True,True,60,55,False,9,0.15,9,0.15,not requested,
darkweak__souin__docker-compose.yml.dev.yml,1657,0.0043,True,True,True,81,73,False,17,0.209877,17,0.209877,not requested,
davutD__user-dashboard-app__docker-compose.yml.yml,602,0.0038,True,True,True,32,20,False,17,0.53125,17,0.53125,not requested,
decwest__nav2_test_environment__docker-compose.yml.yml,2072,0.0053,True,True,True,67,66,False,1,0.014925,1,0.014925,not requested,
deeztek__Hermes-Secure-Email-Gateway__docker-compose.yml.yml,37654,0.0255,True,True,True,1028,804,False,279,0.271401,279,0.271401,not requested,
deployable-sh__stacks__supabase_upstream-docker-compose.yml.yml,20839,0.013,True,True,True,577,337,False,254,0.440208,254,0.440208,not requested,
diegofranca92__docker-test__Docker_Expo_React_Native_docker-compose.yml.yml,236,0.0026,True,True,True,14,13,False,1,0.071429,1,0.071429,not requested,
dlobs-co__dhobs__docker-compose.yml.yml,24911,0.0202,True,True,True,744,681,False,104,0.139785,104,0.139785,not requested,
dmcbane__devcontainer-go__.devcontainer_docker-compose.yml.yml,792,0.0034,True,True,True,27,17,False,11,0.407407,11,0.407407,not requested,
donato-marcos__homelab-containers__container_docker_standalone_storage_alarik_docker-compose.cluster.yaml.yml,18788,0.0103,True,True,True,511,380,False,152,0.297456,152,0.297456,not requested,
drmaas__react-router-template__docker-compose.yml.yml,648,0.003,True,True,True,17,16,False,7,0.411765,7,0.411765,not requested,
droptica__nginx-proxy__docker-compose.yml.3.yml,806,0.0034,True,True,True,26,22,False,5,0.192308,5,0.192308,not requested,
drycc-addons__containers__containers_redis-sentinel_docker-compose.yml.yml,449,0.0032,True,True,True,19,17,False,3,0.157895,3,0.157895,not requested,
duylinhdang1998__ceo-management__docker-compose.yml.yml,3724,0.0044,True,True,True,92,64,False,28,0.304348,28,0.304348,not requested,
easabbir__k6-performance-test__docker-compose.yml.yml,733,0.004,True,True,True,32,28,False,8,0.25,8,0.25,not requested,
easonchai__yuban__docker-compose.yml.yml,1060,0.0047,True,True,True,48,45,False,7,0.145833,7,0.145833,not requested,
eh-bleh__member-qa-system__docker-compose.yml.yml,353,0.0036,True,True,True,17,16,False,2,0.117647,2,0.117647,not requested,
ekambindra__atlas-meridian__atlas-build-lab_stress-cases_atlas-stress-alpha_docker-compose.yml.yml,929,0.0039,True,True,True,38,36,False,4,0.105263,4,0.105263,not requested,
elitsuri__lms-cloudlearn-8__docker_docker-compose.yml.yml,1096,0.0041,True,True,True,48,44,False,5,0.104167,5,0.104167,not requested,
enayetsyl__docker-experiment__full-stack-compose-demo_docker-compose.yml.yml,1277,0.0041,True,True,True,51,44,False,13,0.254902,13,0.254902,not requested,
endreo123__alura-studies__docker-compose.yml.yml,227,0.0031,True,True,True,11,11,False,0,0.0,0,0.0,not requested,
enricopesce__locuster__docker_docker-compose.yml.yml,425,0.0034,True,True,True,20,18,False,4,0.2,4,0.2,not requested,
eth-infinitism__bundler__dockers_docker-compose.yml.yml,1665,0.004,True,True,True,70,58,False,22,0.314286,22,0.314286,not requested,
eugenioenko__tnmtmmorpg__deploy_docker-compose.yml.yml,1671,0.0036,True,True,True,48,27,False,21,0.4375,21,0.4375,not requested,
eventually-consistent-code__Open-Cookbook__server_local_docker-compose.yml.yml,880,0.0035,True,True,True,34,30,False,6,0.176471,6,0.176471,not requested,
evshvarov__iris-cron-task__docker-compose.yml.yml,234,0.0026,True,True,True,14,14,False,3,0.214286,3,0.214286,not requested,
exoplatform__chat-application__docker-compose.yml.yml,526,0.0032,True,True,True,19,19,False,1,0.052632,1,0.052632,not requested,
eyadsibai__machine-learning-docker-image__docker-compose.yml_bak.yml,924,0.0037,True,True,True,49,47,False,6,0.122449,6,0.122449,not requested,
fankh__vulnerability-poc__2026_CVE-2026-45618_docker-compose.yml.yml,986,0.0038,True,True,True,45,39,False,7,0.155556,7,0.155556,not requested,
fankh__vulnerability-poc__2026_CVE-2026-70422_docker-compose.yml.yml,986,0.0038,True,True,True,45,39,False,7,0.155556,7,0.155556,not requested,
farukkeskinn__CS308-BE__docker-compose.yml.yml,961,0.0034,True,True,True,46,42,False,6,0.130435,6,0.130435,not requested,
feiseli__watch-lifecycle__docker-compose.yml.yml,242,0.003,True,True,True,13,13,False,1,0.076923,1,0.076923,not requested,
felixanderton__contrastive-up__docker-compose.yml.yml,287,0.0028,True,True,True,10,8,False,2,0.2,2,0.2,not requested,
fingxay__Product-review-system-nodejs__docker-compose.yml.yml,505,0.0036,True,True,True,28,25,False,4,0.142857,4,0.142857,not requested,
flaff__bdp-services__docker-compose.yml.yml,406,0.0039,True,True,True,24,12,False,12,0.5,12,0.5,not requested,
flavio-code-535345__ebay-scrapper__docker-compose.yml.yml,1248,0.0048,True,True,True,36,29,False,7,0.194444,7,0.194444,not requested,
florianajir__pi-pcloud__compose.yaml.yml,117545,0.056,True,True,True,2591,2050,False,733,0.282902,733,0.282902,not requested,
fond-of__spryker-docker__docker-compose.yml.dist.yml,5201,0.0063,True,True,True,212,196,False,24,0.113208,24,0.113208,not requested,
food0903__AI-Job-Interview__docker-compose.yml.yml,889,0.0034,True,True,True,34,31,False,3,0.088235,3,0.088235,not requested,
fourers__kafka-cli-app__docker-compose.yml.yml,1107,0.0036,True,True,True,31,30,False,1,0.032258,1,0.032258,not requested,
fourthofaugust__homeserver-v1__twingate_docker-compose.yml.yml,868,0.0036,True,True,True,29,28,False,1,0.034483,1,0.034483,not requested,
francost15__Gaiax-App__docker-compose.yml.yml,290,0.0037,True,True,True,13,13,True,0,0.0,0,0.0,not requested,
fred-ro__dotNet__docker-compose.yml.yml,858,0.0039,True,True,True,30,28,False,3,0.1,3,0.1,not requested,
gabrielesh__PrivateBin__docker-compose.yml.yml,908,0.0039,True,True,True,20,11,False,12,0.6,12,0.6,not requested,
gabrielrstan__Curso_de_Python_3_do_basico_ao_avancado_com_projetos_reais__Secao08_aula206_docker-compose.yml.yml,465,0.0047,True,True,True,20,20,False,1,0.05,1,0.05,not requested,
garutilorenzo__docker-swarm-ingress__.docker-compose.yml-ci.yml,217,0.0035,True,True,True,11,11,False,1,0.090909,1,0.090909,not requested,
garutilorenzo__laravel-docker__docker-compose.yml-dev.yml,1287,0.0044,True,True,True,50,47,False,7,0.14,7,0.14,not requested,
garutilorenzo__mysql-ha-docker__.docker-compose.yml-ci.yml,2771,0.0058,True,True,True,122,116,False,68,0.557377,68,0.557377,not requested,
gbrayhan__clojure-start__docker-compose.yml.yml,683,0.0036,True,True,True,34,30,False,6,0.176471,6,0.176471,not requested,
geokrety__bootstrap-email-smtp-server__docker-compose.yml.ex.yml,783,0.0033,True,True,True,30,22,False,9,0.3,9,0.3,not requested,
georgeyord__dockerfiles__compose_reverse-ssh-tunnel_docker-compose.yml.yml,2686,0.0045,True,True,True,75,57,False,34,0.453333,34,0.453333,not requested,
gerMdz__PayunPILE__docker-compose.yml.dist.yml,1255,0.0037,True,True,True,59,35,False,25,0.423729,25,0.423729,not requested,
getsentry__self-hosted__docker-compose.yml.yml,34179,0.0244,True,True,True,781,679,False,276,0.353393,276,0.353393,not requested,
ghe16__SD_IoT__docker-compose.yml.yml,2681,0.0043,True,True,True,104,74,False,32,0.307692,32,0.307692,not requested,
gigliotti4__sgo-tublood__docker-compose.yml.yml,1514,0.0043,True,True,True,70,65,False,10,0.142857,10,0.142857,not requested,
goharellahi__SkillSwap__docker-compose.yml.yml,9385,0.0092,True,True,True,341,313,False,34,0.099707,34,0.099707,not requested,
golepu__PROGRAMMING_PRACTICE__SQL_docker-compose.yml.yml,288,0.0035,True,True,True,17,15,False,4,0.235294,4,0.235294,not requested,
gopal1409__KubernetesDocker__docker-compose.yml1.yml,166,0.003,True,True,True,9,9,False,1,0.111111,1,0.111111,not requested,
gorthar__Ecommerce__docker-compose.yml.yml,740,0.0036,True,True,True,37,33,False,6,0.162162,6,0.162162,not requested,
gsalmanali__beefmesh__iotnetwork_docker_addons_mongodb-reader_docker-compose.yml.yml,1600,0.0039,True,True,True,40,28,False,13,0.325,13,0.325,not requested,
gultekinmakif__llama-watch__docker-compose.yml.yml,684,0.0035,True,True,True,33,31,False,3,0.090909,3,0.090909,not requested,
halftime__ignc.dev-site__docker-compose.yml.yml,856,0.0034,True,True,True,27,20,False,11,0.407407,11,0.407407,not requested,
hamadalina76-rgb__mon-projet__ansible_docker-compose.yml.yml,526,0.0033,True,True,True,23,22,False,1,0.043478,1,0.043478,not requested,
harishlohar93__Multi-tool-AI-Agent__docker-compose.yml.yml,159,0.003,True,True,True,12,11,False,2,0.166667,2,0.166667,not requested,
harsh-123456__mcp_gateway_thesis__docker-compose.yml.yml,1556,0.0041,True,True,True,76,66,False,13,0.171053,13,0.171053,not requested,
harshitadutt267__secops_safepatch__secops_scanner_scanner_engine_docker-compose.yml.yml,888,0.0037,True,True,True,34,29,False,6,0.176471,6,0.176471,not requested,
helei112g__docker-env__docker-compose.yml.bak.yml,1879,0.0046,True,True,True,84,83,False,1,0.011905,1,0.011905,not requested,
helmutkemper__recode__docker-compose.yml.yml,822,0.0036,True,True,True,31,30,False,1,0.032258,1,0.032258,not requested,
henryswisvip__TeleDrive1__docker_docker-compose.yml.yml,1150,0.0034,True,True,True,43,39,False,8,0.186047,8,0.186047,not requested,
hiqdev__billing-hiapi__docker-compose.yml.dist.yml,897,0.0036,True,True,True,44,40,False,7,0.159091,7,0.159091,not requested,
hiqdev__hipanel-core__docker-compose.yml.dev.yml,1166,0.004,True,True,True,52,48,False,6,0.115385,6,0.115385,not requested,
hiqdev__hisite__docker-compose.yml.dist.yml,900,0.0036,True,True,True,39,36,False,6,0.153846,6,0.153846,not requested,
hyunsoo121__PickYouth__docker-compose.yml.yml,759,0.0031,True,True,True,32,31,False,1,0.03125,1,0.03125,not requested,
impalah__homelab-cluster__docker-swarm_stacks_n8n-main_docker-compose.yml.yml,5028,0.0051,True,True,True,122,71,False,52,0.42623,52,0.42623,not requested,
imranhsayed__wordpress-docker-wp-cli__docker-compose.yml-e.yml,998,0.0034,True,True,True,53,48,False,7,0.132075,7,0.132075,not requested,
indiv0__castaway__docker-compose.yml.yml,552,0.0032,True,True,True,17,16,False,16,0.941176,16,0.941176,not requested,
indrasantosa__multi-container-app__docker-compose.yml.yml,987,0.0038,True,True,True,48,48,False,4,0.083333,4,0.083333,not requested,
invisy__ASP.NET-Airlines__docker-compose.yml.yml,685,0.0031,True,True,True,25,25,False,25,1.0,25,1.0,not requested,
isaacbatst__study-plan-generator__docker-compose.yml.yml,245,0.0031,True,True,True,11,11,False,0,0.0,0,0.0,not requested,
isaahmdantas__sigmun-rails__docker-compose.yml.tt.yml,510,0.0034,True,True,True,23,23,True,0,0.0,0,0.0,not requested,
isharoy8777__Dynamic-LeaderBoard__backend_docker-compose.yml.yml,2080,0.004,True,True,True,68,49,False,20,0.294118,20,0.294118,not requested,
ishayyemini__wpa3_attack__admin_CTFd_docker-compose.yml.yml,1402,0.004,True,True,True,64,59,False,13,0.203125,13,0.203125,not requested,
itismohan__datagenie__infra_docker-compose.yml.yml,12131,0.0124,True,True,True,305,286,False,25,0.081967,25,0.081967,not requested,
itzuitinh__studydocker__docker-compose.yml.yml,572,0.0034,True,True,True,30,30,False,3,0.1,3,0.1,not requested,
iwashin002__CF-curriculum__lesson7-MyApp_docker-compose.yml.yml,917,0.0037,True,True,True,36,33,False,4,0.111111,4,0.111111,not requested,
jacqueshuang-fresnostate__rust-chain__docker-compose.yml.yml,902,0.0048,True,True,True,39,36,False,3,0.076923,3,0.076923,not requested,
jahlgren-hy__devops-part2__scaling-exercise_docker-compose.yml.yml,477,0.004,True,True,True,21,21,False,17,0.809524,17,0.809524,not requested,
jakejarvis__homelab__docker-compose.yml.yml,21312,0.0199,True,True,True,570,500,False,76,0.133333,76,0.133333,not requested,
javkjc__themgmtwonder__docker-compose.yml.yml,2277,0.0048,True,True,True,105,98,False,12,0.114286,12,0.114286,not requested,
jefersonralmeida__sospandemia__docker-compose.yml.yml,1689,0.0045,True,True,True,75,68,False,13,0.173333,13,0.173333,not requested,
jeralyntrose-glitch__InnerVerse__docker-compose.yml.yml,2651,0.0051,True,True,True,106,93,False,16,0.150943,16,0.150943,not requested,
jessicacolombo__desafio-tecnico-carrinho-de-compras-bussola-social__docker-compose.yml.yml,602,0.0034,True,True,True,33,27,False,7,0.212121,7,0.212121,not requested,
jfahrer__containerizing_rails___examples_docker-compose.yml.org.yml,481,0.0034,True,True,True,26,23,False,5,0.192308,5,0.192308,not requested,
jltardim__linkedin-prospect__docker-compose.yml.yml,1098,0.0038,True,True,True,32,30,False,2,0.0625,2,0.0625,not requested,
jmquigley__dotfiles__conf_containers_base_docker-compose.yml.yml,1605,0.0044,True,True,True,73,67,False,6,0.082192,6,0.082192,not requested,
jnussbaum__verkehrsmittelvergleich__docker-compose.yml.yml,307,0.0039,True,True,True,13,13,False,1,0.076923,1,0.076923,not requested,
joaogabriel1309__joaogabriel060921__docker-compose.yml.yml,1506,0.0046,True,True,True,67,58,False,10,0.149254,10,0.149254,not requested,
jobrecruitmentdev-lang__JRAI__docker-compose.yml.yml,2129,0.0054,True,True,True,86,81,False,6,0.069767,6,0.069767,not requested,
jobro1__WebshopGroeps__docker-compose.yml.yml,970,0.0044,True,True,True,48,44,False,5,0.104167,5,0.104167,not requested,
jochemfuchs__mysql8-polygonal-geolocator__docker-compose.yml.dist.yml,1306,0.0042,True,True,True,53,53,False,51,0.962264,51,0.962264,not requested,
joe6276__Kubernetes-101__Kubernetes_Projects_4._Kubernetes-_Deployment_docker-compose.yml.yml,634,0.0034,True,True,True,38,32,False,11,0.289474,11,0.289474,not requested,
johnsaleena__Project3__docker-compose.yml.yml,227,0.0037,True,True,True,13,12,False,3,0.230769,3,0.230769,not requested,
joinrpg__kogda-igra__docker-compose.yml.yml,903,0.005,True,True,True,40,36,False,7,0.175,7,0.175,not requested,
jomariya23156__full-stack-on-prem-cv-mlops__docker-compose.yml.yml,11477,0.013,True,True,True,342,294,False,339,0.991228,339,0.991228,not requested,
jong-k__lnqz-server__docker-compose.yml.yml,917,0.0039,True,True,True,41,38,False,4,0.097561,4,0.097561,not requested,
jos3duardo__rinha-backend-2025-node__docker-compose.yml.yml,2174,0.0049,True,True,True,114,107,False,9,0.078947,9,0.078947,not requested,
joshdev8__AutoPlexx__docker-compose.yml.yml,16594,0.012,True,True,True,555,434,False,140,0.252252,140,0.252252,not requested,
jrab66__traefik-101__docker_jenkins_docker-compose.yml.yml,370,0.004,True,True,True,19,18,False,9,0.473684,9,0.473684,not requested,
jucabet__stori-challenge__infra_localstack_process-tx-docker-compose.yml.yml,487,0.0036,True,True,True,15,15,False,1,0.066667,1,0.066667,not requested,
julianll1202__restaurant_microservice__docker-compose.yml.yml,1651,0.0047,True,True,True,86,81,False,24,0.27907,24,0.27907,not requested,
kaakaa__mattermost-plugin-parser__docker-compose.yml.yml,340,0.0032,True,True,True,16,15,False,2,0.125,2,0.125,not requested,
kalane15__labs_db__docker-compose.yml.yml,433,0.0033,True,True,True,20,19,False,2,0.1,2,0.1,not requested,
kalintsenkov__BookStore__src_docker-compose.yml.yml,1186,0.0042,True,True,True,64,56,False,12,0.1875,12,0.1875,not requested,
kanishev2002__tors_calculate_integral__docker-compose.yml.yml,251,0.0033,True,True,True,18,16,False,3,0.166667,3,0.166667,not requested,
karlicoss__cachew__misc_test_redis_docker-compose.yml.yml,420,0.0031,True,True,True,21,13,False,10,0.47619,10,0.47619,not requested,
kaylendog__nginx-rtmp-exporter__docker-compose.yml.yml,910,0.0037,True,True,True,34,32,False,33,0.970588,33,0.970588,not requested,
kecchie__deel__docker-compose.yml.yml,158,0.0031,True,True,True,13,12,False,2,0.153846,2,0.153846,not requested,
keizo3__svelte-test__docker-compose.yml.yml,378,0.0035,True,True,True,20,16,False,6,0.3,6,0.3,not requested,
kevinleonj__studioface-flet__docker-compose.yml.yml,123,0.0027,True,True,True,8,8,True,0,0.0,0,0.0,not requested,
khaanh112__SkyTimeHub__Api_docker-compose.yml.yml,1181,0.0041,True,True,True,61,55,False,10,0.163934,10,0.163934,not requested,
khuatbaonguyen123__HotelBooking__setup-shards_mongos_docker-compose.yml.yml,381,0.003,True,True,True,22,13,False,10,0.454545,10,0.454545,not requested,
kilrasemifir__spring-sql-bingo__docker-compose.yml.yml,663,0.0033,True,True,True,30,28,False,25,0.833333,25,0.833333,not requested,
kinan11__ZTI_Projekt__docker-compose.yml.yml,240,0.003,True,True,True,14,14,True,0,0.0,0,0.0,not requested,
kishorekumarmeenakshisundaram__world-cup-prediction-etl__docker-compose.yml.yml,506,0.0033,True,True,True,22,21,False,1,0.045455,1,0.045455,not requested,
kiz0329__fastapi-dev-template__.devcontainer_docker-compose.yml.yml,1001,0.0035,True,True,True,35,21,False,16,0.457143,16,0.457143,not requested,
konradmichalik__db-sync-tool__tests_integration_docker_docker-compose.yml.yml,2019,0.0047,True,True,True,86,81,False,84,0.976744,84,0.976744,not requested,
krgh23__Bookjuk_EC2__docker-compose.yml.yml,1915,0.0042,True,True,True,59,56,False,5,0.084746,5,0.084746,not requested,
krrish-v__bookmark-collector__docker-compose.yml.yml,1283,0.0042,True,True,True,51,47,False,5,0.098039,5,0.098039,not requested,
kryman0__find_ip__docker-compose.yml.yml,522,0.0035,True,True,True,26,25,False,3,0.115385,3,0.115385,not requested,
kuangdd2024__esman__docker-compose.yml.yml,1802,0.004,True,True,True,70,53,False,21,0.3,21,0.3,not requested,
kyrolabs__n8n-nodes-openwebui__docker-compose.yml.yml,558,0.0034,True,True,True,25,23,False,3,0.12,3,0.12,not requested,
kyzdes__frozen-app__monitoring_docker-compose.yml.yml,3187,0.0054,True,True,True,113,99,False,25,0.221239,25,0.221239,not requested,
lacchain__ssi-api__docker-compose.yml.yml,500,0.0041,True,True,True,23,23,False,3,0.130435,3,0.130435,not requested,
lachouettecoop__chouette-odoo__docker-compose.yml.dev.yml,657,0.0045,True,True,True,33,31,False,5,0.151515,5,0.151515,not requested,
lamson-01__docker-util-stacks__docker-compose.yml.yml,10345,0.0107,True,True,True,370,318,False,64,0.172973,64,0.172973,not requested,
lazydune__ft_transcendence__docker-compose.yml.yml,993,0.0038,True,True,True,56,48,False,11,0.196429,11,0.196429,not requested,
lebetka289__Nota-project__docker-compose.yml.yml,1599,0.0047,True,True,True,63,60,False,6,0.095238,6,0.095238,not requested,
leonj1__tls__docker-compose.yml.yml,194,0.0034,True,True,True,11,7,False,5,0.454545,5,0.454545,not requested,
lglmoura__crud_aws_sample__docker-compose.yml.yml,1223,0.0046,True,True,True,63,52,False,22,0.349206,22,0.349206,not requested,
libis__rdm-integration__docker-compose.yml.dev.yml,4406,0.0058,True,True,True,109,79,False,32,0.293578,32,0.293578,not requested,
link89__dataverse-docker__docker-compose.yml.dist.yml,1916,0.0042,True,True,True,82,51,False,36,0.439024,36,0.439024,not requested,
liquidz00__Patcher__docker-compose.yml.yml,1490,0.0037,True,True,True,45,33,False,13,0.288889,13,0.288889,not requested,
lisanottoli2023__Homepedia__docker-compose.yml.yml,14058,0.0085,True,True,True,317,223,False,127,0.400631,127,0.400631,not requested,
lmnaslimited__lmnas-next__docker_development_docker-compose.yml.yml,1077,0.0036,True,True,True,27,27,False,2,0.074074,2,0.074074,not requested,
lowet84__homeserver2__deprecated_audiobookserver_docker-compose.yml.disabled.yml,818,0.0034,True,True,True,34,31,False,4,0.117647,4,0.117647,not requested,
luantaraschi__Ai-Council-2.0__docker-compose.yml.yml,500,0.0033,True,True,True,27,25,False,3,0.111111,3,0.111111,not requested,
lucamaraschi__untubo__docker-compose.yml.old.yml,517,0.0034,True,True,True,23,22,False,3,0.130435,3,0.130435,not requested,
