experiment,tool,op,file,service,status,elapsed_s,actual_changed_lines,collateral_preserved
modification,yamlcpp-naive,image,RitwikRishRaj__CN-SUMMER__docker-compose.yml.yml,db,OK,0.0037,26,False
modification,composemorph,image,RobertoLangarica__udg-vivo__VIVO_docker-compose.yml.yml,solr,OK,0.0047,7,True
modification,yamlcpp-careful,image,RobertoLangarica__udg-vivo__VIVO_docker-compose.yml.yml,solr,OK,0.0035,7,True
modification,yamlcpp-naive,image,RobertoLangarica__udg-vivo__VIVO_docker-compose.yml.yml,solr,OK,0.0031,14,False
modification,composemorph,hostname,1qzxc__infra__shared-files_docker_gitlabci_docker-compose.yml.yml,web,OK,0.0033,13,True
modification,yamlcpp-careful,hostname,1qzxc__infra__shared-files_docker_gitlabci_docker-compose.yml.yml,web,OK,0.0028,13,False
modification,yamlcpp-naive,hostname,1qzxc__infra__shared-files_docker_gitlabci_docker-compose.yml.yml,web,OK,0.0028,17,False
modification,composemorph,hostname,4linux__540__mentoria_compose_frontend2_docker-compose.yml.yml,app-frontend2,OK,0.0046,8,True
modification,yamlcpp-careful,hostname,4linux__540__mentoria_compose_frontend2_docker-compose.yml.yml,app-frontend2,OK,0.003,8,True
modification,yamlcpp-naive,hostname,4linux__540__mentoria_compose_frontend2_docker-compose.yml.yml,app-frontend2,OK,0.0029,29,False
modification,composemorph,hostname,DamienDESSAUX-M2i__M2i_CDSD_TDTP__spark_demos_lab-etl_docker-compose.yml.yml,spark-master,OK,0.0052,12,True
modification,yamlcpp-careful,hostname,DamienDESSAUX-M2i__M2i_CDSD_TDTP__spark_demos_lab-etl_docker-compose.yml.yml,spark-master,OK,0.0036,16,True
modification,yamlcpp-naive,hostname,DamienDESSAUX-M2i__M2i_CDSD_TDTP__spark_demos_lab-etl_docker-compose.yml.yml,spark-master,OK,0.0035,29,False
modification,composemorph,hostname,Erfan-ffa__UrlShortner-DistributedSystem-__docker-compose.yml.yml,rabbitmq-container,OK,0.0046,15,True
modification,yamlcpp-careful,hostname,Erfan-ffa__UrlShortner-DistributedSystem-__docker-compose.yml.yml,rabbitmq-container,OK,0.0034,25,True
modification,yamlcpp-naive,hostname,Erfan-ffa__UrlShortner-DistributedSystem-__docker-compose.yml.yml,rabbitmq-container,OK,0.0039,35,False
modification,composemorph,hostname,Hamada-khairi__Hamada-HomeLab__docker-compose.yml.yml,timescaledb,OK,0.0133,219,True
modification,yamlcpp-careful,hostname,Hamada-khairi__Hamada-HomeLab__docker-compose.yml.yml,timescaledb,OK,0.0121,366,True
modification,yamlcpp-naive,hostname,Hamada-khairi__Hamada-HomeLab__docker-compose.yml.yml,timescaledb,OK,0.0152,380,False
modification,composemorph,hostname,HassanTariqAlvi__React-NodeAPI-MySQL__docker-compose.yml.yml,db,OK,0.0047,18,True
modification,yamlcpp-careful,hostname,HassanTariqAlvi__React-NodeAPI-MySQL__docker-compose.yml.yml,db,OK,0.0032,20,True
modification,yamlcpp-naive,hostname,HassanTariqAlvi__React-NodeAPI-MySQL__docker-compose.yml.yml,db,OK,0.0037,23,False
modification,composemorph,hostname,Heretek-AI__heretek-stacks__arcane-repo_templates_chiefonboarding_docker-compose.yml.yml,chiefonboarding,OK,0.0052,4,True
modification,yamlcpp-careful,hostname,Heretek-AI__heretek-stacks__arcane-repo_templates_chiefonboarding_docker-compose.yml.yml,chiefonboarding,OK,0.0036,6,True
modification,yamlcpp-naive,hostname,Heretek-AI__heretek-stacks__arcane-repo_templates_chiefonboarding_docker-compose.yml.yml,chiefonboarding,OK,0.0032,17,False
modification,composemorph,hostname,LegitCamper__homelab__homeserver_docker_compose.yml.yml,backup,OK,0.0216,142,True
modification,yamlcpp-careful,hostname,LegitCamper__homelab__homeserver_docker_compose.yml.yml,backup,OK,0.0165,163,False
modification,yamlcpp-naive,hostname,LegitCamper__homelab__homeserver_docker_compose.yml.yml,backup,OK,0.0182,174,False
modification,composemorph,hostname,MHS-20__Raft__docker-compose.yml.yml,node-0,OK,0.0055,5,True
modification,yamlcpp-careful,hostname,MHS-20__Raft__docker-compose.yml.yml,node-0,OK,0.0032,11,False
modification,yamlcpp-naive,hostname,MHS-20__Raft__docker-compose.yml.yml,node-0,OK,0.0032,15,False
modification,composemorph,hostname,PacktPublishing__PHP-8-Programming-Cookbook__docker-compose.yml.bak.yml,mysql,OK,0.0051,6,True
modification,yamlcpp-careful,hostname,PacktPublishing__PHP-8-Programming-Cookbook__docker-compose.yml.bak.yml,mysql,OK,0.0044,7,True
modification,yamlcpp-naive,hostname,PacktPublishing__PHP-8-Programming-Cookbook__docker-compose.yml.bak.yml,mysql,OK,0.005,18,False
modification,composemorph,hostname,RobertoLangarica__udg-vivo__VIVO_docker-compose.yml.yml,tomcat,OK,0.0049,7,True
modification,yamlcpp-careful,hostname,RobertoLangarica__udg-vivo__VIVO_docker-compose.yml.yml,tomcat,OK,0.0033,7,True
modification,yamlcpp-naive,hostname,RobertoLangarica__udg-vivo__VIVO_docker-compose.yml.yml,tomcat,OK,0.0031,24,False
modification,composemorph,hostname,ShanelReyes__rory__docker-compose.yml.bak.yml,rory-client-0,OK,0.0074,66,True
modification,yamlcpp-careful,hostname,ShanelReyes__rory__docker-compose.yml.bak.yml,rory-client-0,OK,0.0057,68,True
modification,yamlcpp-naive,hostname,ShanelReyes__rory__docker-compose.yml.bak.yml,rory-client-0,OK,0.0053,108,False
modification,composemorph,hostname,SimpleHomelab__Docker-Traefik__archives_traefik_v1_docker-compose-t1-swarm.yml.yml,bazarr,OK,0.0196,158,True
modification,yamlcpp-careful,hostname,SimpleHomelab__Docker-Traefik__archives_traefik_v1_docker-compose-t1-swarm.yml.yml,bazarr,OK,0.0172,380,False
modification,yamlcpp-naive,hostname,SimpleHomelab__Docker-Traefik__archives_traefik_v1_docker-compose-t1-swarm.yml.yml,bazarr,OK,0.0202,413,False
modification,composemorph,hostname,ToolboxAid__Docker-Assistant__templates_portainer_docker-compose.yml.yml,agent,OK,0.0052,45,True
modification,yamlcpp-careful,hostname,ToolboxAid__Docker-Assistant__templates_portainer_docker-compose.yml.yml,agent,OK,0.0038,62,True
modification,yamlcpp-naive,hostname,ToolboxAid__Docker-Assistant__templates_portainer_docker-compose.yml.yml,agent,OK,0.0036,79,False
modification,composemorph,hostname,andycmaj__Bootstrapp__content_docker-compose.yml.yml,api,OK,0.0038,3,True
modification,yamlcpp-careful,hostname,andycmaj__Bootstrapp__content_docker-compose.yml.yml,api,OK,0.0027,6,False
modification,yamlcpp-naive,hostname,andycmaj__Bootstrapp__content_docker-compose.yml.yml,api,OK,0.0028,17,False
modification,composemorph,hostname,appwrite__appwrite__docker-compose.yml.yml,openruntimes-executor,OK,0.0279,67,True
modification,yamlcpp-careful,hostname,appwrite__appwrite__docker-compose.yml.yml,openruntimes-executor,OK,0.0261,100,False
modification,yamlcpp-naive,hostname,appwrite__appwrite__docker-compose.yml.yml,openruntimes-executor,OK,0.0259,138,False
modification,composemorph,hostname,blaineventurine__home-automation-docker__docker-compose.yml.yml,mariadb,OK,0.0133,241,True
modification,yamlcpp-careful,hostname,blaineventurine__home-automation-docker__docker-compose.yml.yml,mariadb,OK,0.0127,404,True
modification,yamlcpp-naive,hostname,blaineventurine__home-automation-docker__docker-compose.yml.yml,mariadb,OK,0.0124,420,False
modification,composemorph,hostname,cescalada-lab__Diplomatura-CloudDataEngineering-ITBA__1_Foundations_Trabajo_Practico_Final_Foundations_Punto_5_docker-compose.yml.yml,adminer,OK,0.0051,10,True
modification,yamlcpp-careful,hostname,cescalada-lab__Diplomatura-CloudDataEngineering-ITBA__1_Foundations_Trabajo_Practico_Final_Foundations_Punto_5_docker-compose.yml.yml,adminer,OK,0.0032,11,True
modification,yamlcpp-naive,hostname,cescalada-lab__Diplomatura-CloudDataEngineering-ITBA__1_Foundations_Trabajo_Practico_Final_Foundations_Punto_5_docker-compose.yml.yml,adminer,OK,0.0032,16,False
modification,composemorph,hostname,codename-co__stack__hub_appwrite_compose.yaml.yml,openruntimes-executor,OK,0.0162,89,True
modification,yamlcpp-careful,hostname,codename-co__stack__hub_appwrite_compose.yaml.yml,openruntimes-executor,OK,0.0145,101,False
modification,yamlcpp-naive,hostname,codename-co__stack__hub_appwrite_compose.yaml.yml,openruntimes-executor,OK,0.013,144,False
modification,composemorph,hostname,codename-co__stack__hub_dify_compose.yaml.yml,couchbase-server,OK,0.0128,151,True
modification,yamlcpp-careful,hostname,codename-co__stack__hub_dify_compose.yaml.yml,couchbase-server,OK,0.0106,172,True
modification,yamlcpp-naive,hostname,codename-co__stack__hub_dify_compose.yaml.yml,couchbase-server,OK,0.0124,200,False
modification,composemorph,hostname,codename-co__stack__hub_mailcow_compose.yaml.yml,rspamd-mailcow,OK,0.014,103,True
modification,yamlcpp-careful,hostname,codename-co__stack__hub_mailcow_compose.yaml.yml,rspamd-mailcow,OK,0.013,123,True
modification,yamlcpp-naive,hostname,codename-co__stack__hub_mailcow_compose.yaml.yml,rspamd-mailcow,OK,0.0123,153,False
modification,composemorph,hostname,confluentinc__kafka-tutorials__templates_ksql_filtered_code_docker-compose.yml.yml,broker,OK,0.0055,11,True
modification,yamlcpp-careful,hostname,confluentinc__kafka-tutorials__templates_ksql_filtered_code_docker-compose.yml.yml,broker,OK,0.0037,21,True
modification,yamlcpp-naive,hostname,confluentinc__kafka-tutorials__templates_ksql_filtered_code_docker-compose.yml.yml,broker,OK,0.0037,34,False
modification,composemorph,hostname,dlobs-co__dhobs__docker-compose.yml.yml,dashboard,OK,0.0138,105,True
modification,yamlcpp-careful,hostname,dlobs-co__dhobs__docker-compose.yml.yml,dashboard,OK,0.0126,215,False
modification,yamlcpp-naive,hostname,dlobs-co__dhobs__docker-compose.yml.yml,dashboard,OK,0.0137,245,False
modification,composemorph,hostname,gabrielrstan__Curso_de_Python_3_do_basico_ao_avancado_com_projetos_reais__Secao08_aula206_docker-compose.yml.yml,mysql_206,OK,0.0042,2,True
modification,yamlcpp-careful,hostname,gabrielrstan__Curso_de_Python_3_do_basico_ao_avancado_com_projetos_reais__Secao08_aula206_docker-compose.yml.yml,mysql_206,OK,0.0029,2,True
modification,yamlcpp-naive,hostname,gabrielrstan__Curso_de_Python_3_do_basico_ao_avancado_com_projetos_reais__Secao08_aula206_docker-compose.yml.yml,mysql_206,OK,0.0028,18,False
modification,composemorph,hostname,garutilorenzo__mysql-ha-docker__.docker-compose.yml-ci.yml,heartbeat,OK,0.0049,68,True
modification,yamlcpp-careful,hostname,garutilorenzo__mysql-ha-docker__.docker-compose.yml-ci.yml,heartbeat,OK,0.0047,68,True
modification,yamlcpp-naive,hostname,garutilorenzo__mysql-ha-docker__.docker-compose.yml-ci.yml,heartbeat,OK,0.0047,71,False
modification,composemorph,hostname,ghe16__SD_IoT__docker-compose.yml.yml,kafka,OK,0.0064,33,True
modification,yamlcpp-careful,hostname,ghe16__SD_IoT__docker-compose.yml.yml,kafka,OK,0.0037,40,True
modification,yamlcpp-naive,hostname,ghe16__SD_IoT__docker-compose.yml.yml,kafka,OK,0.0033,59,False
modification,composemorph,hostname,jakejarvis__homelab__docker-compose.yml.yml,notifiarr,OK,0.0126,77,True
modification,yamlcpp-careful,hostname,jakejarvis__homelab__docker-compose.yml.yml,notifiarr,OK,0.0167,108,False
modification,yamlcpp-naive,hostname,jakejarvis__homelab__docker-compose.yml.yml,notifiarr,OK,0.0115,128,False
modification,composemorph,hostname,jmquigley__dotfiles__conf_containers_base_docker-compose.yml.yml,devcontainer,OK,0.0043,7,True
modification,yamlcpp-careful,hostname,jmquigley__dotfiles__conf_containers_base_docker-compose.yml.yml,devcontainer,OK,0.003,16,False
modification,yamlcpp-naive,hostname,jmquigley__dotfiles__conf_containers_base_docker-compose.yml.yml,devcontainer,OK,0.0032,28,False
modification,composemorph,hostname,keizo3__svelte-test__docker-compose.yml.yml,svelte-test,OK,0.0038,7,True
modification,yamlcpp-careful,hostname,keizo3__svelte-test__docker-compose.yml.yml,svelte-test,OK,0.0027,7,True
modification,yamlcpp-naive,hostname,keizo3__svelte-test__docker-compose.yml.yml,svelte-test,OK,0.0024,18,False
modification,composemorph,hostname,lamson-01__docker-util-stacks__docker-compose.yml.yml,rabbitmq,OK,0.0091,65,True
modification,yamlcpp-careful,hostname,lamson-01__docker-util-stacks__docker-compose.yml.yml,rabbitmq,OK,0.0065,95,True
modification,yamlcpp-naive,hostname,lamson-01__docker-util-stacks__docker-compose.yml.yml,rabbitmq,OK,0.0068,104,False
modification,composemorph,hostname,libis__rdm-integration__docker-compose.yml.dev.yml,modern_frontend,OK,0.0052,33,True
modification,yamlcpp-careful,hostname,libis__rdm-integration__docker-compose.yml.dev.yml,modern_frontend,OK,0.004,44,False
modification,yamlcpp-naive,hostname,libis__rdm-integration__docker-compose.yml.dev.yml,modern_frontend,OK,0.0041,58,False
modification,composemorph,hostname,me-cedric__htpc-box-docker__docker-compose.yml.yml,nextcloud,OK,0.0155,323,True
modification,yamlcpp-careful,hostname,me-cedric__htpc-box-docker__docker-compose.yml.yml,nextcloud,OK,0.0168,519,False
modification,yamlcpp-naive,hostname,me-cedric__htpc-box-docker__docker-compose.yml.yml,nextcloud,OK,0.0154,549,False
modification,composemorph,hostname,mgarralda__hadoop-spark-cluster__docker-compose.yml.bck.yml,master,OK,0.005,20,True
modification,yamlcpp-careful,hostname,mgarralda__hadoop-spark-cluster__docker-compose.yml.bck.yml,master,OK,0.0033,31,True
modification,yamlcpp-naive,hostname,mgarralda__hadoop-spark-cluster__docker-compose.yml.bck.yml,master,OK,0.003,44,False
modification,composemorph,hostname,monmarupeddi__Projects__Property_Listings-_Real-time_Data_Streaming_Processing_and_Storage_RT-DataStreaming_docker-compose.yml.yml,broker,OK,0.007,38,True
modification,yamlcpp-careful,hostname,monmarupeddi__Projects__Property_Listings-_Real-time_Data_Streaming_Processing_and_Storage_RT-DataStreaming_docker-compose.yml.yml,broker,OK,0.0058,49,False
modification,yamlcpp-naive,hostname,monmarupeddi__Projects__Property_Listings-_Real-time_Data_Streaming_Processing_and_Storage_RT-DataStreaming_docker-compose.yml.yml,broker,OK,0.0066,75,False
modification,composemorph,hostname,oboeglen__Azure-NXT-Maxscale__docker-compose.yml.yml,app-next-01,OK,0.0172,275,True
modification,yamlcpp-careful,hostname,oboeglen__Azure-NXT-Maxscale__docker-compose.yml.yml,app-next-01,OK,0.0179,420,False
modification,yamlcpp-naive,hostname,oboeglen__Azure-NXT-Maxscale__docker-compose.yml.yml,app-next-01,OK,0.0166,469,False
modification,composemorph,hostname,pauloricardoma__product-quarks-kotlin__docker-compose.yml.yml,app,OK,0.0051,5,True
modification,yamlcpp-careful,hostname,pauloricardoma__product-quarks-kotlin__docker-compose.yml.yml,app,OK,0.0032,12,False
modification,yamlcpp-naive,hostname,pauloricardoma__product-quarks-kotlin__docker-compose.yml.yml,app,OK,0.003,27,False
modification,composemorph,hostname,sjbuk__docker__claude_docker-compose.yml.yml,claude-code,OK,0.0046,23,True
modification,yamlcpp-careful,hostname,sjbuk__docker__claude_docker-compose.yml.yml,claude-code,OK,0.003,24,False
modification,yamlcpp-naive,hostname,sjbuk__docker__claude_docker-compose.yml.yml,claude-code,OK,0.0028,48,False
modification,composemorph,hostname,stratosphereips__stratocyberlab__classes_class10_docker-compose.yml.yml,class-10-bot1,OK,0.0047,16,True
modification,yamlcpp-careful,hostname,stratosphereips__stratocyberlab__classes_class10_docker-compose.yml.yml,class-10-bot1,OK,0.0032,16,True
modification,yamlcpp-naive,hostname,stratosphereips__stratocyberlab__classes_class10_docker-compose.yml.yml,class-10-bot1,OK,0.0032,22,False
modification,composemorph,hostname,thackmaster__homelab__glances_docker-compose.yml.yml,glances,OK,0.0048,2,True
modification,yamlcpp-careful,hostname,thackmaster__homelab__glances_docker-compose.yml.yml,glances,OK,0.0031,2,True
modification,yamlcpp-naive,hostname,thackmaster__homelab__glances_docker-compose.yml.yml,glances,OK,0.0029,15,False
modification,composemorph,env,0kkun__tennis-track__.openapi_docker-compose.yml.yml,swagger-ui,OK,0.0047,4,
modification,yamlcpp-careful,env,0kkun__tennis-track__.openapi_docker-compose.yml.yml,swagger-ui,OK,0.0029,5,
modification,yamlcpp-naive,env,0kkun__tennis-track__.openapi_docker-compose.yml.yml,swagger-ui,OK,0.003,5,
modification,composemorph,env,1235357__debate-engine__docker-compose.yml.yml,debate-engine,OK,0.0044,1,True
modification,yamlcpp-careful,env,1235357__debate-engine__docker-compose.yml.yml,debate-engine,OK,0.0036,3,True
modification,yamlcpp-naive,env,1235357__debate-engine__docker-compose.yml.yml,debate-engine,OK,0.0036,7,False
modification,composemorph,env,1qzxc__infra__shared-files_docker_gitlabci_docker-compose.yml.yml,web,OK,0.0036,13,
modification,yamlcpp-careful,env,1qzxc__infra__shared-files_docker_gitlabci_docker-compose.yml.yml,web,OK,0.0032,13,
modification,yamlcpp-naive,env,1qzxc__infra__shared-files_docker_gitlabci_docker-compose.yml.yml,web,OK,0.003,13,
modification,composemorph,env,3PillarGlobal__engineering-playbook__dockerized-automation_docker-compose.yml.yml,automation,OK,0.0046,9,True
modification,yamlcpp-careful,env,3PillarGlobal__engineering-playbook__dockerized-automation_docker-compose.yml.yml,automation,OK,0.003,9,True
modification,yamlcpp-naive,env,3PillarGlobal__engineering-playbook__dockerized-automation_docker-compose.yml.yml,automation,OK,0.003,9,False
modification,composemorph,env,3bsolutionsltd__transconnect-app__docker-compose.yml.yml,admin,OK,0.0057,13,True
modification,yamlcpp-careful,env,3bsolutionsltd__transconnect-app__docker-compose.yml.yml,admin,OK,0.0051,19,True
modification,yamlcpp-naive,env,3bsolutionsltd__transconnect-app__docker-compose.yml.yml,admin,OK,0.0044,20,False
modification,composemorph,env,4linux__540__mentoria_compose_frontend2_docker-compose.yml.yml,app-frontend2,OK,0.0052,8,True
modification,yamlcpp-careful,env,4linux__540__mentoria_compose_frontend2_docker-compose.yml.yml,app-frontend2,OK,0.0031,8,True
modification,yamlcpp-naive,env,4linux__540__mentoria_compose_frontend2_docker-compose.yml.yml,app-frontend2,OK,0.0032,15,False
modification,composemorph,env,97jsantos__atividade-pratica-modulo-14__docker-compose.yml.yml,backend,OK,0.0055,25,True
modification,yamlcpp-careful,env,97jsantos__atividade-pratica-modulo-14__docker-compose.yml.yml,backend,OK,0.0042,27,True
modification,yamlcpp-naive,env,97jsantos__atividade-pratica-modulo-14__docker-compose.yml.yml,backend,OK,0.0038,30,False
modification,composemorph,env,9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,kafka,OK,0.0056,48,True
modification,yamlcpp-careful,env,9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,kafka,OK,0.004,64,False
modification,yamlcpp-naive,env,9Roflander__BigData-Labs-UNIME__Lab3_docker-compose.yml.yml,kafka,OK,0.0039,71,False
modification,composemorph,env,AAARRRCCC__richmond-walk-roulette__valhalla_docker-compose.yml.yml,valhalla,OK,0.0044,31,True
modification,yamlcpp-careful,env,AAARRRCCC__richmond-walk-roulette__valhalla_docker-compose.yml.yml,valhalla,OK,0.0029,32,True
modification,yamlcpp-naive,env,AAARRRCCC__richmond-walk-roulette__valhalla_docker-compose.yml.yml,valhalla,OK,0.003,36,False
modification,composemorph,env,AAhmed233__microservice_dxc__sonarqube_docker-compose.yml.yml,sonarqube,OK,0.0031,2,
modification,yamlcpp-careful,env,AAhmed233__microservice_dxc__sonarqube_docker-compose.yml.yml,sonarqube,OK,0.0032,3,
modification,yamlcpp-naive,env,AAhmed233__microservice_dxc__sonarqube_docker-compose.yml.yml,sonarqube,OK,0.0028,3,
modification,composemorph,env,ALipckin__task-flow-backend__auth_docker-compose.yml.yml,auth-db,OK,0.0048,9,True
modification,yamlcpp-careful,env,ALipckin__task-flow-backend__auth_docker-compose.yml.yml,auth-db,OK,0.0031,13,True
modification,yamlcpp-naive,env,ALipckin__task-flow-backend__auth_docker-compose.yml.yml,auth-db,OK,0.0031,15,False
modification,composemorph,env,AP0827__Multi-Threaded-Web-Server__docker-compose.yml.yml,modsecurity,OK,0.0065,4,True
modification,yamlcpp-careful,env,AP0827__Multi-Threaded-Web-Server__docker-compose.yml.yml,modsecurity,OK,0.005,14,False
modification,yamlcpp-naive,env,AP0827__Multi-Threaded-Web-Server__docker-compose.yml.yml,modsecurity,OK,0.0041,18,False
modification,composemorph,env,AbdullahSholi__DOS_Project_Part1__docker-compose.yml.yml,catalog-server,OK,0.005,8,
modification,yamlcpp-careful,env,AbdullahSholi__DOS_Project_Part1__docker-compose.yml.yml,catalog-server,OK,0.0033,8,
modification,yamlcpp-naive,env,AbdullahSholi__DOS_Project_Part1__docker-compose.yml.yml,catalog-server,OK,0.0036,8,
modification,composemorph,env,AdrienPoupa__docker-compose-nas__docker-compose.yml.yml,autobrr,OK,0.0131,38,True
modification,yamlcpp-careful,env,AdrienPoupa__docker-compose-nas__docker-compose.yml.yml,autobrr,OK,0.0134,55,True
modification,yamlcpp-naive,env,AdrienPoupa__docker-compose-nas__docker-compose.yml.yml,autobrr,OK,0.0132,56,False
modification,composemorph,env,AhmedIsmailKhalid__Iris-Classification-System-MLOps__deployment_docker-compose.yml.yml,api,OK,0.0046,7,True
modification,yamlcpp-careful,env,AhmedIsmailKhalid__Iris-Classification-System-MLOps__deployment_docker-compose.yml.yml,api,OK,0.0039,9,True
modification,yamlcpp-naive,env,AhmedIsmailKhalid__Iris-Classification-System-MLOps__deployment_docker-compose.yml.yml,api,OK,0.0036,16,False
modification,composemorph,env,Aish2140__movie-recommender-endee__docker-compose.yml.yml,endee,OK,0.0046,5,True
modification,yamlcpp-careful,env,Aish2140__movie-recommender-endee__docker-compose.yml.yml,endee,OK,0.0032,9,True
modification,yamlcpp-naive,env,Aish2140__movie-recommender-endee__docker-compose.yml.yml,endee,OK,0.003,9,False
modification,composemorph,env,Akash112004__ChaiGallery__docker-compose.yml.yml,db,OK,0.0046,4,True
modification,yamlcpp-careful,env,Akash112004__ChaiGallery__docker-compose.yml.yml,db,OK,0.0028,5,True
modification,yamlcpp-naive,env,Akash112004__ChaiGallery__docker-compose.yml.yml,db,OK,0.0027,7,False
modification,composemorph,env,Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,airflow-init,OK,0.0106,50,True
modification,yamlcpp-careful,env,Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,airflow-init,OK,0.0092,59,True
modification,yamlcpp-naive,env,Akin-ctrl__Stock_pipeline__docker-compose.yml.yml,airflow-init,OK,0.0085,67,False
modification,composemorph,env,Alanaktion__artdeck__docker-compose.yml.yml,laravel.test,OK,0.0042,69,True
modification,yamlcpp-careful,env,Alanaktion__artdeck__docker-compose.yml.yml,laravel.test,OK,0.0047,69,True
modification,yamlcpp-naive,env,Alanaktion__artdeck__docker-compose.yml.yml,laravel.test,OK,0.0039,69,False
modification,composemorph,env,Alexandra2888__eShop__docker-compose.yml.yml,backend,OK,0.0046,7,True
modification,yamlcpp-careful,env,Alexandra2888__eShop__docker-compose.yml.yml,backend,OK,0.0032,10,True
modification,yamlcpp-naive,env,Alexandra2888__eShop__docker-compose.yml.yml,backend,OK,0.003,15,False
modification,composemorph,env,Alexestgrand__RoyalChess__docker-compose.yml.yml,postgres,OK,0.0057,5,True
modification,yamlcpp-careful,env,Alexestgrand__RoyalChess__docker-compose.yml.yml,postgres,OK,0.0036,9,True
modification,yamlcpp-naive,env,Alexestgrand__RoyalChess__docker-compose.yml.yml,postgres,OK,0.0036,11,False
modification,composemorph,env,Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,frontend,OK,0.0051,11,
modification,yamlcpp-careful,env,Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,frontend,OK,0.0035,12,
modification,yamlcpp-naive,env,Alijewa25__Eco-Audit-AI-ggc__docker-compose.yml.yml,frontend,OK,0.0033,12,
modification,composemorph,env,Amrue320__cicd-demo-app__docker-compose.yml.yml,app,OK,0.0051,17,True
modification,yamlcpp-careful,env,Amrue320__cicd-demo-app__docker-compose.yml.yml,app,OK,0.0045,21,True
modification,yamlcpp-naive,env,Amrue320__cicd-demo-app__docker-compose.yml.yml,app,OK,0.005,29,False
modification,composemorph,env,AndresHardware__Vaultwarden__docker-compose.yml.txt.yml,vaultwarden,OK,0.0069,3,True
modification,yamlcpp-careful,env,AndresHardware__Vaultwarden__docker-compose.yml.txt.yml,vaultwarden,OK,0.0048,3,True
modification,yamlcpp-naive,env,AndresHardware__Vaultwarden__docker-compose.yml.txt.yml,vaultwarden,OK,0.0039,25,False
modification,composemorph,env,AnjaliSamrat__Real-states-risks-scorer__docker-compose.yml.yml,backend,OK,0.0056,8,True
modification,yamlcpp-careful,env,AnjaliSamrat__Real-states-risks-scorer__docker-compose.yml.yml,backend,OK,0.0043,13,True
modification,yamlcpp-naive,env,AnjaliSamrat__Real-states-risks-scorer__docker-compose.yml.yml,backend,OK,0.0053,14,False
modification,composemorph,env,Aram8956__LMSPlatform__docker-compose.yml.yml,billingapi,OK,0.007,7,
modification,yamlcpp-careful,env,Aram8956__LMSPlatform__docker-compose.yml.yml,billingapi,OK,0.0043,15,
modification,yamlcpp-naive,env,Aram8956__LMSPlatform__docker-compose.yml.yml,billingapi,OK,0.0041,15,
modification,composemorph,env,ArmandoHdzBta__api-spring__docker-compose.yml.yml,db,OK,0.0053,2,True
modification,yamlcpp-careful,env,ArmandoHdzBta__api-spring__docker-compose.yml.yml,db,OK,0.0039,3,True
modification,yamlcpp-naive,env,ArmandoHdzBta__api-spring__docker-compose.yml.yml,db,OK,0.0039,5,False
modification,composemorph,env,ArthurLopes191__Projetos-Ulbra__2022-1_PW_Aula_11_docker-lamp-pw-master_docker-compose.yml.yml,db,OK,0.0061,32,
modification,yamlcpp-careful,env,ArthurLopes191__Projetos-Ulbra__2022-1_PW_Aula_11_docker-lamp-pw-master_docker-compose.yml.yml,db,OK,0.0034,33,
modification,yamlcpp-naive,env,ArthurLopes191__Projetos-Ulbra__2022-1_PW_Aula_11_docker-lamp-pw-master_docker-compose.yml.yml,db,OK,0.0033,33,
modification,composemorph,env,ArturB__RSO__docker-compose.yml.bak.yml,msapp-app,OK,0.0052,22,True
modification,yamlcpp-careful,env,ArturB__RSO__docker-compose.yml.bak.yml,msapp-app,OK,0.004,23,True
modification,yamlcpp-naive,env,ArturB__RSO__docker-compose.yml.bak.yml,msapp-app,OK,0.0046,23,False
modification,composemorph,env,AryanMarwah7781__FitPub__docker-compose.yml.yml,fitpub-api,OK,0.006,17,True
modification,yamlcpp-careful,env,AryanMarwah7781__FitPub__docker-compose.yml.yml,fitpub-api,OK,0.0044,22,True
modification,yamlcpp-naive,env,AryanMarwah7781__FitPub__docker-compose.yml.yml,fitpub-api,OK,0.0042,31,False
modification,composemorph,env,AshwinSaklecha__LedgerPay__docker-compose.yml.yml,postgres,OK,0.0082,4,True
modification,yamlcpp-careful,env,AshwinSaklecha__LedgerPay__docker-compose.yml.yml,postgres,OK,0.005,8,True
modification,yamlcpp-naive,env,AshwinSaklecha__LedgerPay__docker-compose.yml.yml,postgres,OK,0.005,10,False
modification,composemorph,env,BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,db,OK,0.0064,12,True
modification,yamlcpp-careful,env,BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,db,OK,0.0094,56,True
modification,yamlcpp-naive,env,BD2KGenomics__dcc-ops__boardwalk_docker-compose.yml.yml,db,OK,0.0078,56,False
modification,composemorph,env,Baptiste4321__biblioteque-node_express__backend_docker-compose.yml.yml,db,OK,0.0057,27,True
modification,yamlcpp-careful,env,Baptiste4321__biblioteque-node_express__backend_docker-compose.yml.yml,db,OK,0.0035,31,True
