environment_long,environment_short,extension_field_count,file,line_count,parse_error,ports_long,ports_short,service_count,size_bytes,top_level_section_count,top_level_sections,volumes_long,volumes_short,yaml_nesting_depth
1,0,0,jucabet__stori-challenge__infra_localstack_process-tx-docker-compose.yml.yml,15,,0,0,1,487,2,services;version,0,0,4
0,2,0,julianll1202__restaurant_microservice__docker-compose.yml.yml,86,,0,5,5,1651,4,networks;services;version;volumes,0,2,4
1,0,0,kaakaa__mattermost-plugin-parser__docker-compose.yml.yml,16,,0,1,1,340,2,services;version,0,2,4
1,0,0,kalane15__labs_db__docker-compose.yml.yml,20,,0,1,1,433,2,services;volumes,0,1,5
0,1,0,kalintsenkov__BookStore__src_docker-compose.yml.yml,64,,0,4,4,1186,4,networks;services;version;volumes,0,2,4
0,0,0,kanishev2002__tors_calculate_integral__docker-compose.yml.yml,18,,0,0,2,251,2,networks;services,0,0,4
0,0,0,karlicoss__cachew__misc_test_redis_docker-compose.yml.yml,21,,0,1,1,420,2,services;volumes,0,1,4
0,1,0,kaylendog__nginx-rtmp-exporter__docker-compose.yml.yml,34,,0,3,4,910,1,services,0,2,4
0,0,0,kecchie__deel__docker-compose.yml.yml,13,,0,2,2,158,2,services;version,0,0,4
0,1,0,keizo3__svelte-test__docker-compose.yml.yml,20,,0,2,1,378,2,services;version,0,2,4
0,0,0,kevinleonj__studioface-flet__docker-compose.yml.yml,8,,0,1,1,123,1,services,0,0,4
3,0,0,khaanh112__SkyTimeHub__Api_docker-compose.yml.yml,61,,0,5,4,1181,3,networks;services;volumes,0,3,4
0,0,0,khuatbaonguyen123__HotelBooking__setup-shards_mongos_docker-compose.yml.yml,22,,0,1,1,381,3,services;version;volumes,0,1,4
2,0,0,kilrasemifir__spring-sql-bingo__docker-compose.yml.yml,30,,0,1,2,663,3,services;version;volumes,0,1,4
0,0,0,kinan11__ZTI_Projekt__docker-compose.yml.yml,14,,0,2,2,240,2,services;version,0,0,4
2,0,0,kishorekumarmeenakshisundaram__world-cup-prediction-etl__docker-compose.yml.yml,22,,0,1,2,506,1,services,0,0,4
1,0,0,kiz0329__fastapi-dev-template__.devcontainer_docker-compose.yml.yml,35,,0,0,2,1001,3,services;version;volumes,0,2,4
2,0,0,konradmichalik__db-sync-tool__tests_integration_docker_docker-compose.yml.yml,86,,0,5,5,2019,2,networks;services,0,7,5
0,1,0,krgh23__Bookjuk_EC2__docker-compose.yml.yml,59,,0,3,3,1915,2,services;volumes,0,1,6
0,3,0,krrish-v__bookmark-collector__docker-compose.yml.yml,51,,0,2,4,1283,2,services;version,0,2,4
0,0,0,kryman0__find_ip__docker-compose.yml.yml,26,,0,1,2,522,3,networks;services;version,0,1,6
1,2,0,kuangdd2024__esman__docker-compose.yml.yml,70,,0,4,3,1802,3,networks;services;version,0,3,4
1,1,0,kyrolabs__n8n-nodes-openwebui__docker-compose.yml.yml,25,,0,2,2,558,2,services;volumes,0,2,4
0,1,0,kyzdes__frozen-app__monitoring_docker-compose.yml.yml,113,,0,5,6,3187,4,networks;services;version;volumes,0,17,4
1,0,0,lacchain__ssi-api__docker-compose.yml.yml,23,,0,2,2,500,2,services;version,0,1,4
0,2,0,lachouettecoop__chouette-odoo__docker-compose.yml.dev.yml,33,,0,1,2,657,3,networks;services;version,0,5,4
2,10,0,lamson-01__docker-util-stacks__docker-compose.yml.yml,370,,0,29,20,10345,4,networks;services;version;volumes,0,25,5
0,0,0,lazydune__ft_transcendence__docker-compose.yml.yml,56,,0,2,3,993,3,networks;services;volumes,0,7,4
3,0,0,lebetka289__Nota-project__docker-compose.yml.yml,63,,0,2,3,1599,2,services;volumes,0,4,5
0,0,0,leonj1__tls__docker-compose.yml.yml,11,,0,1,1,194,2,services;version,0,0,4
1,2,0,lglmoura__crud_aws_sample__docker-compose.yml.yml,63,,0,3,3,1223,3,networks;services;volumes,0,1,4
2,0,0,libis__rdm-integration__docker-compose.yml.dev.yml,109,,0,2,4,4406,2,services;volumes,0,24,5
1,2,0,link89__dataverse-docker__docker-compose.yml.dist.yml,82,,0,1,4,1916,2,networks;services,0,6,4
2,0,0,liquidz00__Patcher__docker-compose.yml.yml,45,,0,1,2,1490,2,services;volumes,0,2,5
7,0,0,lisanottoli2023__Homepedia__docker-compose.yml.yml,317,,0,9,9,14058,3,networks;services;volumes,0,21,5
0,0,0,lmnaslimited__lmnas-next__docker_development_docker-compose.yml.yml,27,,0,0,1,1077,4,name;networks;services;version,0,0,4
0,2,0,lowet84__homeserver2__deprecated_audiobookserver_docker-compose.yml.disabled.yml,34,,0,0,2,818,3,networks;services;version,0,4,4
0,1,0,luantaraschi__Ai-Council-2.0__docker-compose.yml.yml,27,,0,2,2,500,2,services;version,0,1,5
1,0,0,lucamaraschi__untubo__docker-compose.yml.old.yml,23,,0,1,2,517,3,networks;services;version,0,0,4
0,1,0,lucasbalm__Fortify-LIM__docker-compose.yml.yml,26,,0,1,1,703,3,services;version;volumes,0,1,4
2,0,0,lucashcl__video-downloader__docker-compose.yml.yml,26,,0,2,2,554,2,services;volumes,0,1,4
0,3,0,luxiaolei__searxng-crawl4ai-mcp__docker-compose.yml.yml,96,,0,4,4,2105,3,networks;services;volumes,0,4,5
0,0,0,macv9620__py-pip__web-server_docker-compose.yml.yml,9,,0,1,1,139,1,services,0,1,4
1,0,0,maduvitorino__unipass-manager-api__docker-compose.yml.yml,24,,0,1,1,490,4,networks;services;version;volumes,0,2,4
0,2,0,magma-labs__magma-chat__docker-compose.yml.old.yml,42,,0,3,3,846,3,services;version;volumes,0,3,4
0,1,0,mainza-ai__ClaimAuditAi__docker-compose.yml.yml,39,,0,3,2,793,1,services,0,1,6
0,1,0,malbiruk__artistpath__docker-compose.yml.yml,29,,0,1,1,704,2,networks;services,0,2,5
1,0,0,maliksari__django-iot-project__iot-tcp_docker-compose.yml.yml,45,,0,4,4,787,2,services;version,0,0,4
0,3,0,mandeepsingh10__chwitter__docker-compose.yml-og.yml,56,,0,4,4,1454,3,services;version;volumes,0,1,4
0,1,0,mandragora-hub__litterarum-dashboard__docker-compose.yml.yml,17,,0,1,1,507,1,services,0,0,4
3,0,0,marcogalian__bliss_Threads_api__docker-compose.yml.yml,112,,0,7,6,3220,3,networks;services;volumes,0,6,5
0,0,0,marushosummers__schema-collector__docker-compose.yml.yml,13,,0,0,1,259,2,services;version,0,3,4
0,1,0,matchish__placeinqueue-compose__dev.docker-compose.yml.yml,22,,0,1,3,388,3,networks;services;version,0,2,4
18,5,3,me-cedric__htpc-box-docker__docker-compose.yml.yml,1149,,2,18,25,37438,6,networks;services;volumes;x-common-env;x-common-keys-media;x-public-dns,1,55,9
2,0,0,medvezhonokok__dbms-2024__hw1_docker-compose.yml.yml,33,,0,2,2,616,3,services;version;volumes,0,2,4
6,2,0,megaheart__viettel-assignment-21-linh-tpm-1__docker-compose.yml.yml,222,,0,8,9,7589,2,services;version,0,9,5
0,7,0,meinnn__StrEAT__docker-compose.yml.yml,153,,0,11,10,4895,2,networks;services,1,0,5
0,1,0,melhamamsy__DTC-LLM-Zoomcamp__docker-compose.yml.yml,22,,0,3,2,496,2,services;version,0,2,4
0,4,0,mesutoezdil__genai-bootcamp-2025__week_4_additional_docker-compose.yml.yml,72,,0,4,8,1384,3,services;version;volumes,0,3,4
1,1,0,mfigueroa-eafit__antivirus-backend-app__docker-compose.yml.yml,27,,0,2,2,555,3,services;version;volumes,0,1,4
0,1,0,mgarralda__hadoop-spark-cluster__docker-compose.yml.bck.yml,70,,0,7,2,1513,3,networks;services;volumes,0,4,6
1,0,0,mhemanthkmr__Python_Batch_2026__Python_Jan_26_Training_docker-compose.yml.yml,25,,0,1,1,607,3,services;version;volumes,0,2,5
0,1,0,michalfapso__thingsboard_docker_https__docker-compose.yml.tb.yml,17,,0,3,1,419,2,services;version,0,2,4
0,0,0,microservice-canvas__plantuml__docker-compose.yml.yml,10,,0,1,1,186,2,services;version,0,0,4
0,0,0,minh10huy__pentest_mobileapp__docker-compose.yml.org.yml,8,,0,1,1,122,2,services;version,0,0,4
0,0,0,minhng92__django-rest-example-docker__docker-compose.yml.yml,15,,0,1,2,257,2,services;version,0,1,4
0,0,0,minstradamuss__SPBSU_MP_Homeworks__Programming-in-the-Kotlin-language_class12_kotlin-2023-b09-class12-minstradamuss-master_docker-compose.yml.yml,10,,0,1,1,152,3,services;version;volumes,0,1,4
2,0,0,mixartemev__laravel-nova-docker__docker-compose.yml.yml,55,,0,2,4,1605,2,services;version,0,4,4
2,0,0,mk-daruma__git-used-to__docker-compose.yml.yml,32,,0,2,2,673,3,services;version;volumes,0,4,4
3,0,0,mlcommons__storage_results_v3.0__FarmGPU_code-f1b36da9_vdb_benchmark_stacks_milvus_standalone_minio_docker-compose.yml.yml,72,,0,5,3,2302,2,networks;services,0,3,5
5,4,0,monmarupeddi__Projects__Property_Listings-_Real-time_Data_Streaming_Processing_and_Storage_RT-DataStreaming_docker-compose.yml.yml,201,,0,9,10,5933,3,networks;services;version,0,6,5
1,0,0,mox8__drf-boilerplate__docker-compose.yml.yml,103,,0,2,6,2514,3,services;version;volumes,0,7,4
0,1,0,mrmagicpotato007__leaderboard__monitoring_docker-compose.yml.yml,46,,0,2,2,1081,4,networks;services;version;volumes,0,4,4
0,1,0,msshashank1997__lab__docker-compose.yml.yml,23,,0,2,1,562,2,services;version,0,0,9
0,1,0,mundodocker__exemplo-docker-compose__docker-compose.yml-bkp.yml,15,,0,1,2,229,2,services;version,0,1,4
0,0,0,mustaphaamine1__MLflow-Dockerized-FastAPI-Project__docker-compose.yml.yml,9,,0,1,1,202,2,services;version,0,1,4
0,0,0,n9te9__go-graphql__docker-compose.yml.yml,21,,0,2,2,350,2,services;version,0,2,4
0,2,0,namboy94__progstats__docker-compose.yml.yml,48,,0,3,3,993,3,services;version;volumes,0,4,4
1,0,0,naubergois__AgenteInvestimento__observability_docker-compose.yml.yml,42,,0,2,2,1196,2,services;volumes,0,5,4
0,1,0,nesfit__jane-cryptoclients__docker-compose.yml.bak.yml,181,,0,12,9,4052,4,networks;services;version;volumes,0,16,5
0,1,0,neybar__pi_slide_show__docker-compose.yml.yml,21,,0,1,1,622,2,services;volumes,0,1,4
0,1,0,nhanrunandgo__inventory-cloud-project3__step2_docker-compose.yml.yml,39,,0,2,3,638,3,networks;services;version,0,0,4
0,1,0,nico2246__Sumativa3FS3__FullStack3-MS3_demo3_docker-compose.yml.yml,16,,0,1,1,473,2,services;version,0,1,4
2,1,0,nihar245__ForgeDoo__backend_docker-compose.yml.yml,66,,0,6,7,1677,3,services;version;volumes,0,7,4
1,0,0,nmaguiar__test__docker-compose.yml.yml,11,,0,1,1,149,2,services;version,0,0,4
32,1,0,nmtri3108__BellamyBook-Official__docker-compose.yml.yml,1033,,0,25,38,42618,3,networks;services;volumes,0,38,5
1,0,0,nothing022__NothingXMusic__docker-compose.yml.yml,24,,0,0,1,892,2,services;version,0,0,4
2,0,0,nssuwan186-dev__hotel-brain__docker-compose.yml.yml,60,,0,3,3,1526,2,services;volumes,0,2,5
7,0,1,nxmatic__gha-runner__gha_docker-compose.yml.yml,125,,0,0,8,2787,4,networks;services;volumes;x-gha-common,0,6,6
1,0,0,nycnoise__nycnoise__.devcontainer_docker-compose.yml.yml,35,,0,0,2,1013,3,services;version;volumes,0,2,4
2,1,0,object2music__o2m__docker-compose.yml.ok.yml,81,,0,10,5,1888,3,networks;services;version,0,8,4
0,26,0,oboeglen__Azure-NXT-Maxscale__docker-compose.yml.yml,1220,,0,3,37,39807,3,networks;services;volumes,0,84,6
0,0,0,ofirat35__SocialMediaApp__docker-compose.yml.yml,55,,0,0,10,1283,2,services;version,0,0,4
0,2,0,oggycat-dev__dot-net-clean-architecture-template__docker-compose.yml.yml,93,,0,3,2,3374,4,networks;services;version;volumes,0,2,5
4,11,0,oguzhansecgel__MicroserviceExample-Java__docker-compose.yml.yml,274,,0,19,17,6433,3,networks;services;volumes,0,4,5
0,0,0,ohjust__IPTV__docker-compose.yml.txt.yml,16,,0,3,2,315,1,services,0,1,4
0,0,0,onedeeper__classifier_endpoint__docker-compose.yml.yml,9,,0,1,1,166,2,services;version,0,1,4
0,0,0,open-data__opengov__html_modules_contrib_search_api_solr_jump-start_solr4_docker-compose.yml.yml,8,,0,1,1,302,1,services,0,1,4
0,26,1,open-nvr__open-nvr__docker-compose.apps.yml.yml,946,,0,0,26,39908,3,services;volumes;x-default-logging,0,38,5
0,12,1,open-nvr__open-nvr__docker-compose.camera-agent.yml.yml,654,,0,2,13,32047,3,services;volumes;x-default-logging,0,18,5
1,7,1,open-nvr__open-nvr__docker-compose.yml.yml,753,,0,7,11,39842,4,networks;services;volumes;x-default-logging,0,17,6
0,0,0,osmond__garmin-dashboard-ajo__docker-compose.yml.yml,7,,0,2,1,94,2,services;version,0,0,4
0,10,0,oxiverse-labs__intentforge__docker-compose.yml.bak.yml,339,,0,13,13,9307,2,services;volumes,0,16,5
1,2,0,p-stam001__umbrel-apps__seafile_docker-compose.yml.yml,37,,0,0,4,1086,2,services;version,0,2,4
0,0,0,p1mple07__btp_results__new_deepseek_n5_sample_5_cvdp_copilot_gcd_harness_9_docker-compose.yml.yml,12,,0,0,1,342,2,networks;services,0,1,4
0,0,0,p1mple07__btp_results__phi_full_n5_sample_1_cvdp_copilot_digital_dice_roller_harness_4_docker-compose.yml.yml,11,,0,0,1,325,2,networks;services,0,1,4
0,10,1,p2pool-starter-stack__pithead__docker-compose.yml.yml,990,,0,8,11,57882,6,name;networks;secrets;services;volumes;x-logging,0,30,6
1,2,0,pHAlkaline__phkapa__docker-compose.yml.dev.yml,46,,0,4,3,1009,3,networks;services;version,0,2,4
1,2,0,pHAlkaline__phkondo__docker-compose.yml.dev.yml,46,,0,4,3,1016,3,networks;services;version,0,2,4
0,1,0,pIlIp-d__docker-compose-reverse-proxy-template__example-project_docker-compose.yml.yml,18,,0,0,1,327,3,networks;services;version,0,1,4
0,1,0,parthsantosh2411__AI_eCommerce_Chatbot__docker-compose.yml.yml,31,,0,2,2,622,2,services;version,0,4,4
0,0,0,pastebin3__howto__install-mealie-on-portainer_docker-compose.yml.yml,30,,0,1,1,788,3,services;version;volumes,0,1,4
3,0,0,patt509__DecayER__docker-compose.yml.yml,57,,0,3,3,1581,2,services;volumes,0,2,5
0,2,0,pauloricardoma__product-quarks-kotlin__docker-compose.yml.yml,44,,0,2,2,921,2,services;version,0,0,6
2,0,0,pedrogoncaloDev__LogMind__docker-compose.yml.yml,54,,0,3,2,935,2,services;volumes,0,2,5
1,1,0,pham-duc-toan__micro-service-aspnet__tedu-microserivces.idp_src_docker-compose.yml.yml,61,,0,2,3,1882,4,networks;services;version;volumes,0,4,4
2,0,0,piovani__go_studies__kafka_docker-compose.yml.yml,51,,0,1,2,1285,4,networks;services;version;volumes,0,2,4
2,0,0,plamagnum__newac__docker-compose.yml.yml,47,,0,3,3,868,3,services;version;volumes,0,3,4
8,0,0,poco-ai__poco-claw__docker-compose.yml.yml,354,,0,9,8,14516,2,services;volumes,0,7,5
0,3,0,pondix__docker-mysql-proxysql__docker-compose.yml.8.0.yml,53,,0,5,4,1015,3,networks;services;version,0,4,4
0,3,0,pondix__docker-mysql-proxysql__docker-compose.yml.orc.yml,95,,0,8,7,2104,3,networks;services;version,0,10,4
0,1,0,praneethvadada__BrainLoom-MicroServices__docker-compose.yml.yml,49,,0,1,3,1009,3,networks;services;version,0,0,4
1,0,0,prhost__epub-php__docker-compose.yml.yml,17,,0,0,1,426,2,services;version,0,1,4
1,0,0,pvarki__typescript-liveloki-app__docker-compose.yml.OLD.yml,53,,0,4,3,1072,2,services;volumes,0,6,5
6,0,3,qld-gov-au__ckanext-data-qld__docker-compose.yml.yml,109,,0,4,6,2696,7,networks;services;version;volumes;x-environment;x-project;x-volumes,0,6,5
3,0,0,querygraph__adversarial-agents__docker-compose.yml.yml,102,,0,0,5,3503,1,services,0,3,5
2,0,0,quochuy14775__study-course-be__docker-compose.yml.yml,26,,0,2,2,615,2,services;volumes,0,1,4
0,0,0,rahmanshah__data-engineering__docker_pyspark_docker_32_docker-compose.yml.yml,7,,0,1,1,105,1,services,0,1,4
0,1,0,rcdnascimento__worklog-management__docker-compose.yml.yml,13,,0,1,1,271,2,services;version,0,0,4
0,0,0,rcmelendez__xmrig-docker__docker-compose.yml.yml,12,,0,0,1,299,2,services;version,0,2,4
0,0,0,redis__RedisInsight__redisinsight_api_test_test-runs_re-clu_docker-compose.yml.yml,24,,0,0,2,363,2,services;version,0,0,4
0,2,0,rfahham__projetos-docker__k6-qac_xk6-output-clickhouse_docker-compose.yml.yml,57,,0,4,3,1250,4,networks;services;version;volumes,0,4,5
2,0,0,rfjnv__grand-astra__docker-compose.yml.yml,48,,0,3,3,1187,2,services;volumes,0,1,5
0,1,0,richardcort__FocusStack__docker-compose.yml.yml,21,,0,1,1,784,1,services,0,3,4
0,0,0,rin4ik__vContact__docker-compose.yml.yml,11,,0,1,1,189,2,services;version,0,1,4
1,0,2,robert2030ca__home-center-app-store__Apps_Glances_docker-compose.yml.yml,154,,2,0,1,9195,3,name;services;x-home-center-app-store,2,0,7
0,0,0,rodri-gh__simulador_cam__docker-compose.yml.yml,12,,0,4,1,265,2,services;version,0,0,4
1,0,0,roj67__ecommerce-api__docker-compose.yml.yml,48,,0,3,3,742,4,networks;services;version;volumes,0,3,4
1,1,0,rummannaqvi__xiiops-backend__docker-compose.yml.yml,42,,0,2,2,1274,3,services;version;volumes,0,3,5
1,0,0,ruos-sovanra__fastapi__docker-compose.yml.yml,22,,0,1,1,479,3,services;version;volumes,0,1,4
2,0,0,sabtaamendes__resume_ts__docker-compose.yml.yml,48,,0,2,2,1271,3,networks;services;volumes,0,2,4
2,1,0,sajjadium__ctf-archives__ctfs_BRICS_2023_Quals_web_ChadGPT_docker-compose.yml.yml,52,,0,1,4,1042,2,services;version,0,3,4
0,0,0,salikhP__experiment-api__docker-compose.yml.yml,28,,0,2,2,616,2,services;volumes,0,3,4
0,2,0,salmanoffical35__exam-proctoring__docker-compose.yml.yml,35,,0,2,2,842,3,services;version;volumes,0,3,4
3,0,0,samudiogo__desafio-backend-btg-pactual__docker-compose.yml.yml,70,,0,4,3,1660,3,networks;services;volumes,0,1,5
0,2,0,sandeepjangra__valuation-app__docker-compose.yml.yml,90,,0,3,3,2151,4,networks;services;version;volumes,0,6,5
0,0,0,saurabhk1624__adb_test__docker-compose.yml.yml,33,,0,3,3,691,1,services,0,4,4
0,2,0,sayantanmukh050893__interior-design-site__docker-compose.yml.yml,54,,0,2,2,1368,3,services;version;volumes,0,7,9
9,1,0,sceredi__sap-assignment-7__docker-compose.yml.yml,278,,0,10,15,7002,3,networks;services;volumes,0,17,5
11,0,0,secretarybird97__supabase-docker__docker-compose.yml.bkp.yml,405,,0,4,12,13604,3,name;services;version,0,12,5
6,10,0,sethforprivacy__self-hosted-services__docker-compose.yml.yml,609,,0,7,30,20595,3,services;version;volumes,0,35,5
1,0,0,shalb-docker__prometheus__docker-compose.yml.example.yml,189,,0,3,10,6309,2,services;version,0,17,4
3,0,0,sherineAhmedd__Loan-System__docker-compose.yml.yml,61,,0,3,3,1815,2,services;volumes,0,4,5
0,0,0,shoutem__extensions__shoutem.rss-monitoring_cloud_docker-compose.yml.yml,51,,0,4,3,1140,3,networks;services;version,0,3,4
0,0,0,shu-kob__blockchain-node-docker__ethereum_geth_docker-compose.yml.yml,12,,0,2,1,239,2,services;version,0,1,4
0,0,0,silvertakana__worldwideview__test-compose_docker-compose.yml.yml,10,,0,0,2,158,1,services,0,0,4
0,1,0,sjbuk__docker__claude_docker-compose.yml.yml,50,,0,0,1,1314,1,services,0,1,6
1,1,0,skecskes__reviews-service__docker-compose.yml.yml,47,,0,2,2,951,2,networks;services,0,1,5
0,0,0,sky-sharma__docker-react__docker-compose.yml.yml,20,,0,1,2,345,2,services;version,0,4,4
0,0,0,smlx__test-php-fpm-graceful-exit__docker-compose.yml.yml,13,,0,3,3,183,1,services,0,0,4
1,0,0,sokunthaneth-nbc__nbc-home-app__docker-compose.yml.yml,16,,0,1,1,255,2,services;version,0,1,4
0,1,0,soraygoularssm__LangoTV__docker-compose.yml.yml,20,,0,1,2,336,2,services;version,0,1,4
0,2,0,srgeverson__sql__mysql_docker-compose.yml.yml,77,,0,7,4,1855,3,networks;services;version,0,3,4
1,0,0,ss889__Alleywatch-scraper__docker-compose.yml.yml,21,,0,0,1,612,2,services;volumes,0,1,4
0,0,0,ssangani__melody__docker-compose.yml.yml,5,,0,1,1,59,1,services,0,0,4
15,0,0,stackroute__quizart-analytics__docker-compose.yml.back.yml,210,,0,2,19,5898,2,services;version,0,0,4
0,1,0,steedos__docker__ee_node-red_docker-compose.yml.yml,24,,0,1,1,741,3,services;version;volumes,0,1,4
0,0,0,stratosphereips__stratocyberlab__classes_class10_docker-compose.yml.yml,55,,0,0,4,1172,3,networks;services;version,0,0,5
0,0,0,studoo-app__ecole-directe-api__docker-compose.yml.yml,8,,0,1,1,186,2,services;version,0,0,4
1,0,0,svitorz__meetingfaces__docker-compose.yml.yml,50,,0,2,4,1144,2,networks;services,0,4,4
1,2,0,swinslow__peridot-jobrunner-testing__docker-compose.yml.yml,64,,0,0,5,1611,3,services;version;volumes,0,5,4
0,1,0,swipswaps__lecds-preview__docker-compose.yml.yml,18,,0,0,1,443,1,services,0,1,5
0,1,0,switcherapi__switcher-slack-app__docker-compose.yml.yml,34,,0,1,1,948,2,services;version,0,0,4
0,0,0,tabordasolutions__nics-docker__build-docker-compose.yml.yml,16,,0,0,5,193,2,services;version,0,0,3
0,1,0,tangfeixiong__go-to-docker__docker-compose.yml.sed.yml,58,,0,3,2,1492,2,services;version,0,2,4
0,0,0,tasken__dsi-wifi-manager__docker-compose.yml.yml,9,,0,0,1,154,1,services,0,1,4
0,0,0,tauhid-476__gh-actions-and-cicd__docker-compose.yml.yml,10,,0,1,1,165,1,services,0,0,4
1,0,0,tdenmon__rust-api-server__docker-compose.yml.yml,20,,0,2,2,321,2,services;version,0,0,4
1,0,0,thackmaster__homelab__glances_docker-compose.yml.yml,17,,0,2,1,391,1,services,0,1,4
7,8,0,theexperiencecompany__gaia__infra_docker_docker-compose.yml.yml,746,,0,18,20,26221,4,name;networks;services;volumes,0,32,5
0,0,0,thoughtless__async_rack_test__docker-compose.yml.yml,8,,0,0,1,122,2,services;version,0,1,4
2,0,0,tinht00__VibeCode__story-tts_docker-compose.yml.yml,62,,0,3,3,2112,1,services,0,2,4
3,0,0,trammell__test__docker_postgrest_docker-compose.yml.yml,35,,0,3,3,863,2,services;version,0,0,4
0,1,0,tzolov__playground-flight-booking__docker-compose.yml-old.yml,20,,0,1,1,417,3,networks;services;volumes,0,1,4
1,0,0,ujjwal-dahal__agent-rag-ai-assistant__docker-compose.yml.yml,74,,0,3,3,1370,2,services;volumes,0,2,5
0,1,0,ultimate-pa__hanfor__docker-compose.yml.dist.yml,17,,0,1,1,481,2,services;version,0,4,4
2,0,0,unimauro__observatorio-defensa-interior__docker-compose.yml.yml,29,,0,2,2,746,2,services;volumes,0,1,4
4,0,0,uwu-octane__antBackend__docker-compose.yml.yml,217,,0,9,6,5537,3,networks;services;volumes,0,7,5
1,2,0,v1adis1av28__CloudStorage__demo_docker-compose.yml.yml,82,,0,5,5,1755,4,networks;services;version;volumes,0,4,4
0,0,0,vdice__porter-bundles__docker-volumes_docker-compose.yml.yml,13,,0,0,1,281,3,services;version;volumes,0,2,4
1,0,0,vinsonzheng499__SP23-DAM-AR__backend_docker-compose.yml.yml,17,,0,2,2,266,2,services;version,0,1,4
0,0,0,vitconhamchoi__java-learning__tutorials_distributed-java_lesson-14-event-sourcing_docker-compose.yml.yml,11,,0,1,1,227,3,networks;services;version,0,0,4
4,0,0,vkmguy__futures-movement-predictor__docker-compose.yml.yml,93,,0,1,4,2494,4,networks;services;version;volumes,0,1,5
3,0,0,vladalexz__ETL_PROJECT__docker-compose.yml.yml,51,,0,3,3,1461,3,services;version;volumes,0,7,4
1,0,0,vr-varad__TechTower__docker_docker-compose.yml.yml,17,,0,2,2,258,2,services;version,0,0,4
0,2,0,vs4vijay__playground__ai-chat.docker-compose.yml.yml,96,,0,2,2,2216,3,networks;services;volumes,0,2,4
2,0,0,wallisson12__Desafio-Sindicato__Avaliacao_docker-compose.yml.yml,39,,0,2,2,722,3,networks;services;version,0,2,4
0,0,0,weblab-technology__graphql-example__docker-compose.yml.yml,30,,0,2,3,571,2,services;version,0,3,4
0,0,0,weilingpan__myDjango__my_first_django_docker-compose.yml.yml,63,,0,3,4,1308,2,networks;services,0,3,4
0,0,0,wemersons1__management-products__docker-compose.yml.yml,9,,0,1,1,206,2,services;version,0,2,4
1,2,0,wgd3__full-stack-todo__docker-compose.yml.yml,95,,0,4,4,2349,2,services;version,0,2,5
0,1,0,whyrulike__wechat-alert__docker-compose.yml.yml,15,,0,1,1,352,2,services;version,0,0,4
1,0,0,wignn__graphql-3__docker-compose.yml.yml,17,,0,1,1,325,3,services;version;volumes,0,1,4
0,1,0,wilsantosdev__pos-go-expert__otel_service_a_docker-compose.yml.yml,19,,0,1,1,363,2,services;version,0,0,6
5,0,0,wincLei__customer-service__docker-compose.yml.yml,159,,0,8,6,5078,3,networks;services;volumes,0,6,5
1,0,0,wzean__news-ai-agent__docker-compose.yml.yml,14,,0,0,1,566,1,services,0,2,4
0,0,0,xavero-evandro__unicorn-rental__docker-compose.yml.yml,26,,0,2,2,351,3,networks;services;version,0,1,4
1,0,0,xgodon__RIG__dockerized-apps_dokuwiki_docker-compose.yml.yml,30,,0,1,1,1009,4,networks;services;version;volumes,0,4,4
3,0,0,xgro__continuous_deploy__docker-compose.yml.yml,39,,0,3,3,880,2,services;version,0,2,4
0,1,0,xiaopeng163__twittor__docker-compose.yml.dev.yml,20,,0,2,2,346,2,services;version,0,0,4
0,1,0,xod442__vista__docker-compose.yml.yml,46,,0,0,1,2174,3,name;services;volumes,0,1,4
0,1,0,ylmenezes__php56-docker__docker-compose.yml.yml,36,,0,4,3,760,2,services;version,0,2,4
2,2,0,younghyen7956__image-search__docker-compose.yml.yml,74,,0,4,4,1909,4,networks;services;version;volumes,0,3,5
2,0,0,ysmnikhil__portfolio__strapi_docker-compose.yml.yml,62,,0,2,2,1567,4,networks;services;version;volumes,0,7,4
2,0,0,yswa-var__rfp-bid__main_docker-compose.yml.yml,35,,0,3,3,666,3,services;version;volumes,0,1,4
1,0,0,yusukehigasa__Docker-RoR6-Nginx__docker-compose.yml.yml,36,,0,3,4,617,2,services;version,0,3,4
0,1,0,yuwangi__2701__repo_webtemp_docker-compose.yml.yml,9,,0,1,1,175,1,services,0,1,4
0,0,0,yuzh233__redis-learning__redis-master-slave_docker-compose.yml.yml,44,,0,3,3,1341,3,networks;services;version,0,3,4
2,0,0,yxsbx__SOAT-FIAP__docker-compose.yml.yml,87,,0,3,3,2631,2,services;volumes,0,1,6
0,0,0,z9wen__personal-infra-toolkit__nginx_docker-compose.yml.yml,13,,0,0,1,270,2,services;version,0,4,4
1,0,0,zee-ham-su__alx-backend-python__messaging_app_messaging_app_docker-compose.yml.yml,25,,0,1,2,441,3,services;version;volumes,0,2,4
1,0,0,zemocode__RavenBot__docker-compose.yml.yml,7,,0,0,1,198,2,services;version,0,0,4
0,0,0,zeze-zeze__CTF__Games_2021AIS3EOF_Babyheap--_distribute_docker-compose.yml.yml,12,,0,1,1,207,2,services;version,0,2,4
0,0,0,zhilanazmi__portfolio-reactjs-v2__docker-compose.yml.yml,16,,0,1,1,606,2,services;version,0,0,4
0,0,0,zooniverse__alice__docker-compose.yml.yml,26,,0,2,2,485,2,services;version,0,2,4
0,0,0,zuzu59__docker-influxdb-grafana__docker-compose.yml.sav.yml,54,,0,3,3,988,2,services;version,0,4,4
